Trial Id,Phase,Condition,Intervention,High Confidence Event(s),Death Category,Has death? (Y/N)
NCT01225068,Phase 2,Low_Back_Pain,Milnacipran Placebo ,N/A,N/A,N
NCT01225731,Phase 2,Psoriasis,tildrakizumab Placebo ,Rectal_cancer ,General_disorders ,Y
NCT01225835,Phase 4,Infertility,Menotrophin Follitrophin_alpha Cetrorelix Choriongonadotropin Progesterone ,N/A,N/A,N
NCT01225822,Phase 2,Venous_Thromboembolism,Enoxaparin BIBR_1048 BIBR_1048 BIBR_1048 BIBR_1048 ,Duodenal_ulcer Haematemesis Melaena Haemoglobin_decreased ,N/A,N
NCT01226043,Phase 4,Diabetes_Mellitus_Type_2,Insulin_Glargine,Duodenal_ulcer ,N/A,N
NCT01225211,Phase 2,Cystic_Fibrosis,Lumacaftor Ivacaftor Lumacaftor_Placebo Ivacaftor_Placebo ,N/A,N/A,N
NCT01226459,Phase 3,Androgenetic_Alopecia,5_PERCENT_Minoxidil_Topical_Foam Vehicle_Topical_Foam ,N/A,N/A,N
NCT01226511,Phase 3,Anxiety_Neuroses Anxiety_States_Neurotic Neuroses_Anxiety ,Duloxetine Placebo ,N/A,N/A,N
NCT01226719,Phase 2,Colorectal_Cancer,Panitumumab Oxaliplatin Irinotecan Leucovorin 5-Fluorouracil ,N/A,N/A,N
NCT01226732,Phase 1,Metastatic_or_Unresectable_Solid_Tumor_Malignancy,Capecitabine Hsp90_Inhibitor_AUY_922 ,N/A,N/A,N
NCT01227018,Phase 2,Adenocarcinoma_of_the_Pancreas Recurrent_Pancreatic_Cancer Stage_IV_Pancreatic_Cancer ,STA-9090 Radiologic_imaging blood_draw ,N/A,N/A,N
NCT01227382,N/A,Accuracy_of_Tissue_Diagnosis Bile_Duct_Stricture Pancreatic_Duct_Stricture ,ERCP_with_cholangiopancreatoscopy,N/A,N/A,N
NCT01227395,N/A,HIV_Infection,Azithromycin,N/A,N/A,N
NCT01227434,Phase 2,Glioblastoma Gliosarcoma Anaplastic_Astrocytoma ,PD_0332991_(pre-surgery) PD_0332991 Resection_as_clinical_care ,N/A,General_disorders ,Y
NCT01227421,Phase 2/Phase 3,Influenza,Nitazoxanide Nitazoxanide Placebo ,N/A,N/A,N
NCT01227512,Phase 3,Hyponatremia Dilutional_Hyponatremia Inappropriate_ADH_Syndrome ,tolvaptan Fluid_Restriction ,Cardiac_failure_acute ,N/A,N
NCT01227655,Phase 3,Parkinson's_Disease,BIA_9-1067 Placebo Levodopa Carbidopa Benserazide ,N/A,N/A,N
NCT01227668,Phase 4,Irritability_Associated_With_Autistic_Disorder,Aripiprazole Placebo ,N/A,N/A,N
NCT01227707,Phase 2,Colorectal_Cancer,bevacizumab_[Avastin] capecitabine_[Xeloda] Radiation_therapy Mesorectal_excision bevacizumab_[Avastin] 5-fluorouracil leucovorin ,N/A,N/A,N
NCT01227785,N/A,Sudden_Cardiac_Death Heart_Failure ,INCEPTA_ICD_or_CRT-D,N/A,N/A,N
NCT01227824,Phase 3,Infection_Human_Immunodeficiency_Virus_I,GSK1349572_(dolutegravir) raltegravir GSK1349572_Placebo ABC/3TC TDF/FTC raltegravir_Placebo ,N/A,N/A,N
NCT01227889,Phase 3,Cancer,GSK2118436 Dacarbazine_(DTIC) ,Localised_infection Diabetes_mellitus_inadequate_control Musculoskeletal_pain Haemorrhage ,N/A,N
NCT01227902,Phase 3,Epilepsy,Retigabine_IR,N/A,N/A,N
NCT01227928,Phase 2,Neoplasms_Ovarian,Pazopanib Placebo_comparator ,Cerebral_ischaemia ,N/A,N
NCT01227629,Phase 2,Atrial_Fibrillation,dabigatran_with_ASA dabigatran_with_ASA dabigatran_with_ASA dabigatran_with_ASA dabigatran_with_ASA dabigatran_with_ASA warfarin dabigatran_without_ASA dabigatran_without_ASA dabigatran_without_ASA ,Circulatory_collapse Ventricular_fibrillation Ventricular_tachycardia ,N/A,N
NCT01228019,N/A,Hypercholesterolemia Mixed_Dyslipidemia ,Niacin_(+)_laropiprant,N/A,N/A,N
NCT01228747,Phase 3,Epilepsy Generalized_Tonic-Clonic_Seizures ,Levetiracetam Placebo ,N/A,General_disorders ,Y
NCT01229228,Phase 2,Dental_Pain,Naproxen_Test Naproxen_Test Naprosyn Naprosyn Placebo ,N/A,N/A,N
NCT01229150,Phase 2,Non_Small_Cell_Lung_Carcinoma,AZD6244 Erlotinib AZD6244_+_Erlotinib ,N/A,General_disorders ,Y
NCT01229176,Phase 2,Typhoid_Fever,Vi-CRM197_vaccine Vi_Polysaccharide_(PS)_vaccine Pneumococcal_conjugate_vaccine ,N/A,N/A,N
NCT01229397,Phase 3,Influenza,Inflexal_V Inflexal_V ,N/A,N/A,N
NCT01229410,Phase 1,Vitrectomy,400_åµg_Brimonidine_Tartrate_Implant 200_åµg_Brimonidine_Tartrate_Implant ,N/A,N/A,N
NCT01229436,Phase 3,Dupuytren's_Contracture,Xiapex,N/A,N/A,N
NCT01230710,Phase 4,Non-Small_Cell_Lung_Cancer,Erlotinib,N/A,N/A,N
NCT01230749,Phase 2,Diabetes_Mellitus_Type_2,JNJ-41443532 Pioglitazone_30_mg Placebo ,N/A,N/A,N
NCT01230814,Phase 2,Bacterial_Vaginosis Candidiasis Trichomoniasis ,Neo-Penotranå¨_Forte_(active_ingredient_Metronidazole_&_Miconazole_Nitrate) Placebo ,N/A,N/A,N
NCT01230827,Phase 3,Juvenile_Idiopathic_Arthritis,CNTO_148_(Golimumab) Placebo Methotrexate ,N/A,N/A,N
NCT01231321,Phase 3,Rheumatoid_Arthritis,adalimumab,N/A,N/A,N
NCT01231581,Phase 2,Cancer,GSK1120212 Gemcitabine Placebo ,Melaena Cholangitis Oesophagitis Cerebral_ischaemia ,N/A,N
NCT01231516,Phase 3,Infection_Human_Immunodeficiency_Virus,GSK1349572 Raltegravir GSK1349572_Placebo Raltegravir_Placebo ,Gangrene ,N/A,N
NCT01231607,Phase 3,Androgenetic_Alopecia,1mg_Finasteride_active 0.02mg_dutasteride 0.1mg_dutasteride 0.5mg_dutasteride Finasteride_placebo Dutasteride_placebo ,Rectal_cancer ,N/A,N
NCT01231984,N/A,Diabetes_Mellitus_Type_1 Diabetes_Mellitus_Type_2 ,4_mm_x_32G_Pen_Needle 8mm_x_31G_Pen_Needle 12.7mm_x_29G_Pen_Needle ,N/A,N/A,N
NCT01231503,Phase 2,Malaria,GSK_Biological's_Investigational_Malaria_Vaccine_257049 Engerix‰ã¢-B Tritanrix‰ã¢_HepB_Hib BCG OPV Rouvax ,N/A,N/A,N
NCT01232283,Phase 3,Plaque_Psoriasis,Apremilast Placebo Topical_or_Phototherapy_Therapy ,N/A,N/A,N
NCT01232491,Phase 4,Diabetes Diabetes_Mellitus_Type_2 ,insulin_detemir dietary_regimen ,Bladder_cancer ,N/A,N
NCT01232569,Phase 3,Rheumatoid_Arthritis,Tocilizumab_162_mg Placebo ,Localised_infection Rectal_cancer Spinal_column_stenosis ,N/A,N
NCT01232894,Phase 3,Chronic_Obstructive_Pulmonary_Disease_(COPD),Indacaterol Long-acting_beta2-agonist ,Ventricular_fibrillation ,N/A,N
NCT01232829,Phase 2,Adenocarcinoma_of_the_Pancreas Recurrent_Pancreatic_Cancer Stage_IV_Pancreatic_Cancer ,gamma-secretase/Notch_signalling_pathway_inhibitor_RO4929097,N/A,N/A,N
NCT01233232,Phase 2,Scientific_Terminology_Chronic_Obstructive_Pulmonary_Disease_(COPD) Laymen_Terminology_Chronic_Bronchitis_and_Emphysema ,Placebo AZD5069_50mg AZD5069_80mg ,N/A,N/A,N
NCT01233258,Phase 3,Hemophilia_A,rFVIII_(BAY81-8973)_on_demand rFVIII_(BAY81-8973)_prophylaxis_low-dose rFVIII_(BAY81-8973)_prophylaxis_high-dose ,N/A,N/A,N
NCT01233869,Phase 2,Polycystic_Kidney_Autosomal_Dominant,Bosutinib Bosutinib Placebo ,N/A,N/A,N
NCT01234675,Phase 4,Sleep_Disorders Fibromyalgia Sleep ,Milnacipran Milnacipran ,N/A,N/A,N
NCT01234883,Phase 4,Dehydration Gastroenteritis ,multiple_electrolyte_solution saline ,N/A,N/A,N
NCT01234337,Phase 3,Breast_Cancer,Sorafenib(Nexavar_BAY43-9006) Placebo Capecitabine ,Cardiopulmonary_failure Musculoskeletal_pain Metastases_to_liver Melaena Sciatica ,General_disorders ,Y
NCT01235234,Phase 3,Keratoconjunctivitis_Sicca,CF101,N/A,N/A,N
NCT01235403,Phase 4,Partial_Epilepsies,Lacosamide,N/A,N/A,N
NCT01235338,Phase 1,Healthy,LDX_+_Venlafaxine_XR Venlafaxine_XR_+_LDX ,N/A,N/A,N
NCT01235507,Phase 3,Rheumatoid_Arthritis,methotrexate tocilizumab_[RoActemra/Actemra] ,N/A,N/A,N
NCT01235442,Phase 3,Psoriasis,1=Etanercept 2=Clobetasol_propionate_foam ,Cardio-respiratory_arrest ,General_disorders ,Y
NCT01235741,Phase 2,Obesity,Pramlintide+Metreleptin Placebo ,N/A,N/A,N
NCT01235598,Phase 3,Rheumatoid_Arthritis,Placebo Certolizumab_Pegol_(CZP)_200_mg Certolizumab_Pegol_(CZP)_400_mg ,Bladder_cancer ,N/A,N
NCT01235897,Phase 1,Advanced_Solid_Tumors Tumors Cancer ,MK-2206 Paclitaxel Trastuzumab ,N/A,General_disorders ,Y
NCT01235923,Phase 2,Preterm_Infants,three_times_weekly_Epo weekly_Epo ,N/A,Gastrointestinal_disorders ,Y
NCT01236001,N/A,Seizures,Lacosamide,N/A,N/A,N
NCT01236365,Phase 3,Diabetes_Mellitus_Insulin-Dependent Hypercholesterolemia ,Atorvastatin Atorvastatin_Placebo ,N/A,N/A,N
NCT01236391,Phase 2,Mantle_Cell_Lymphoma,PCI-32765,Bladder_cancer ,N/A,N
NCT01236339,N/A,Liver_Cirrhosis Portal_Hypertension Ascites ,TIPS_procedure_with_the_GOREå¨_VIATORRå¨_TIPS_Endoprosthesis LVP TIPS_procedure_with_the_GOREå¨_VIATORRå¨_TIPS_Endoprosthesis_for_subjects_who_failed_LVP_and_crossed_over_to_TIPS_per_protocol ,N/A,N/A,N
NCT01236300,N/A,Pancreatic_Cysts,Cellvizio_needle-based_Confocal_Laser_Endomicroscopy_(nCLE)_system,N/A,N/A,N
NCT01236573,Phase 1/Phase 2,Skin_Cancer Metastatic_Melanoma ,Fludarabine Cyclophosphamide IL-12_transduced_TIL ,N/A,N/A,N
NCT01237223,Phase 3,Essential_Hypertension,Aliskiren/Amlodipine_150/2.5_mg Aliskiren/amlodipine_150/5_mg Aliskiren_150_mg Amlodipine_2.5_mg Placebo_of_Aliskiren Placebo_of_Amlodipine Placebo_of_Aliskiren/amlodipine_150/2.5_mg Placebo_of_Aliskiren/amlodipine_150/5_mg ,N/A,N/A,N
NCT01237327,Phase 3,Metastatic_Breast_Cancer,Megestrol_acetate exemestane_(Aromasin) ,Cerebral_haemorrhage ,N/A,N
NCT01237340,Phase 3,Growth_Hormone_Deficiency_(GHD),Saizenå¨,N/A,N/A,N
NCT01238211,Phase 2,Acute_Myeloid_Leukemia_Arising_From_Previous_Myelodysplastic_Syndrome Adult_Acute_Myeloid_Leukemia_With_Inv(16)(p13.1q22);_CBFB-MYH11 Adult_Acute_Myeloid_Leukemia_With_t(16;16)(p13.1;q22);_CBFB-MYH11 Adult_Acute_Myeloid_Leukemia_With_t(8;21)(q22;q22);_RUNX1-RUNX1T1 Secondary_Acute_Myeloid_Leukemia Untreated_Adult_Acute_Myeloid_Leukemia ,Daunorubicin_Hydrochloride Cytarabine Dasatinib Laboratory_Biomarker_Analysis ,Ventricular_tachycardia Malaise Multi-organ_failure ,N/A,N
NCT01238822,Phase 4,Attention_Deficit_Hyperactivity_Disorder,Methylphenidate placebo Methylphenidate Methylphenidate ,N/A,N/A,N
NCT01239056,N/A,Pancreatic_Pseudocysts,Endoscopy,N/A,N/A,N
NCT01238991,Phase 2,Alzheimer's_Disease,ACC-001 ACC-001 ACC-001 ,N/A,N/A,N
NCT01239355,Phase 2,Adult_Hepatocellular_Carcinoma Advanced_Adult_Hepatocellular_Carcinoma Localized_Non-Resectable_Adult_Liver_Carcinoma Recurrent_Adult_Liver_Carcinoma ,Akt_Inhibitor_MK2206 Laboratory_Biomarker_Analysis ,N/A,N/A,N
NCT01239511,Phase 2,Chronic_Stable_Angina,green_tea_polyphenols_(STA-2),N/A,N/A,N
NCT01240551,Phase 2,Prostate_Neoplasm,F-18_NaF,N/A,N/A,N
NCT01240382,Phase 3,Dry_Eye,3_PERCENT_DE-089_ophthalmic_solution 0.1_PERCENT_sodium_hyaluronate_ophthalmic_solution ,N/A,N/A,N
NCT01240746,Phase 3,Influenza,Licensed_2010-2011_Trivalent_Influenza_Vaccine_No_Preservative Investigational_Trivalent_Influenza_Vaccine_with_alternate_B_strain_No_Preservative Quadrivalent_Influenza_Vaccine_No_Preservative ,N/A,N/A,N
NCT01241240,Phase 3,Glaucoma_Open-Angle Ocular_Hypertension ,bimatoprost/brimonidine_tartrate/timolol_ophthalmic_solution_(Triple_Combination_Therapy) Fixed_Combination_0.2_PERCENT_brimonidine_tartrate/0.5_PERCENT_timolol_ophthalmic_solution ,N/A,N/A,N
NCT01241565,N/A,Lung_Cancer,ENDO_GIA‰ã¢_Stapler_with_TRI-STAPLE‰ã¢_Technology,N/A,N/A,N
NCT01240902,N/A,Severe_Aortic_Stenosis,Medtronic_CoreValveå¨_System_Transcatheter_Aortic_Valve_Implantation_(TAVI) Surgical_Aortic_Valve_Replacement_(SAVR) ,N/A,General_disorders ,Y
NCT01241760,Phase 3,Genotype_1_Chronic_Hepatitis_C Treatment_Naive ,Ribavirin Telaprevir Pegylated_interferon_alfa-2a Telaprevir ,Hemiparesis ,N/A,N
NCT01241903,Phase 1,Acute_Coronary_Syndrome Angioplasty_Transluminal_Percutaneous_Coronary Hydroxymethylglutaryl-CoA_Reductase_Inhibitors Blood_Platelets ,rosuvastatin placebo ,N/A,Cardiac_disorders ,Y
NCT01241591,Phase 3,Psoriasis,CP_690550_5_mg CP_690550_10_mg Etanercept_50_mg Placebo ,N/A,N/A,N
NCT01242176,Phase 1,Healthy,BI_10773_XX_(Trial_Formulation_2) BI_10773_(Final_Formulation) ,N/A,N/A,N
NCT01242527,Phase 2/Phase 3,Severe_Hypertriglyceridemia,placebo omefas omefas omefas ,N/A,N/A,N
NCT01242371,N/A,Schizophrenia Schizoaffective_Disorder ,Probiotic_Supplement Identical-appearing_Placebo ,N/A,N/A,N
NCT01242111,Phase 1/Phase 2,MPS_IV_A Mucopolysaccharidosis_IVA Morquio_A_Syndrome ,BMN_110,Malaise ,N/A,N
NCT01242514,Phase 3,Rheumatoid_Arthritis,Fostamatinib Fostamatinib Fostamatinib ,N/A,N/A,N
NCT01242748,Phase 3,Prostate_Cancer,Degarelix Goserelin_acetate ,Cardiac_failure_acute Cardiopulmonary_failure Diabetes_mellitus_inadequate_control Metastases_to_liver Lung_disorder Peripheral_ischaemia Encephalopathy Renal_failure_chronic ,General_disorders ,Y
NCT01243242,Phase 2,ADHD,Metadoxine_(MG01CI),N/A,N/A,N
NCT01243411,Phase 3,Peyronie's_Disease,AA4500,N/A,N/A,N
NCT01243567,Phase 4,Glaucoma_Open-Angle,bimatoprost_0.03_PERCENT/timolol_0.5_PERCENT_combination_ophthalmic_solution latanoprost_0.005_PERCENT_ophthalmic_solution ,N/A,N/A,N
NCT01243671,Phase 3,Intestinal_BehÌ_et's_Disease,Adalimumab,N/A,N/A,N
NCT01243775,Phase 2,Non-Small_Cell_Lung_Cancer,Belotaxel Belloxa ,N/A,N/A,N
NCT01243944,Phase 3,Polycythemia_Vera,ruxolitinib_tablets Best_Available_Therapy_(BAT) ,N/A,N/A,N
NCT01244061,Phase 4,Smoking_Cessation,Varenicline Placebo ,N/A,N/A,N
NCT01244425,Phase 2,Bleeding_(Oozing)_in_Hepatic_Resection,Fibrin_Sealant_(FS)_VH_S/D_500_s-apr Manual_compression ,N/A,N/A,N
NCT01244490,Phase 3,Attention_Deficit_Hyperactivity_Disorder,Extended-release_Guanfacine_Hydrochloride Atomoxetine_Hydrochloride Placebo_Comparator ,N/A,N/A,N
NCT01244828,Phase 3,Schizophrenia,Asenapine,Cardio-respiratory_arrest ,General_disorders ,Y
NCT01244815,Phase 3,Bipolar_Disorder_Pediatric,asenapine Placebo_to_match_asenapine Rescue_medication ,N/A,N/A,N
NCT01244906,Phase 2,Hematologic_Neoplasms,Allogeneic_Hematopoietic_Stem_Cell_Transplantation,N/A,N/A,N
NCT01244984,Phase 3,Asthma,Fluticasone_Furoate/GW642444_Inhalation_Powder Fluticasone_Furoate_Inhalation_Powder ,N/A,N/A,N
NCT01245062,Phase 3,Melanoma,GSK1120212 Chemotherapy ,Orthostatic_hypotension Cholangitis ,N/A,N
NCT01245283,N/A,Knee_Osteoarthritis,normal_activities_and_clinical_care Concentric_Focused_Resistance_Exercise Eccentric_Focused_Resistance_Exercise ,N/A,N/A,N
NCT01245387,N/A,Macular_Degeneration Age-related_Macular_Degeneration Neovascular_Macular_Degeneration ,Pegaptanib,Bladder_cancer ,N/A,N
NCT01245595,N/A,Acute_Kidney_Injury,Aminophylline Placebo ,N/A,N/A,N
NCT01245751,Phase 3,Herpes_Zoster,Zoster_Vaccine_Live,Haematoma ,N/A,N
NCT01245647,Phase 2,HIV Alcoholism ,Naltrexone_50mg_once_per_day_for_4_months Sugar_pill_50mg_once_per_day_for_4_months ,N/A,N/A,N
NCT01245764,Phase 3,Papillomavirus_Infections,Quadrivalent_Human_Papillomavirus_(Types_6_11_16_18)_Recombinant_Vaccine_(GARDASIL‰ã¢) Placebo ,N/A,N/A,N
NCT01246479,Phase 3,Japanese_Encephalitis,Blood_draw IC51_has_given_in_the_parent_study_IC51-322 ,N/A,N/A,N
NCT01246011,Phase 4,Coronary_Artery_Bypass_Graft_Surgery Presence_of_Heparin/Platelet_Factor_4_Antibody ,Argatroban_and_warfarin,N/A,N/A,N
NCT01246960,Phase 2,Stomach_Cancer Esophageal_Cancer ,Ramucirumab Placebo Oxaliplatin Leucovorin 5-Fluorouracil ,Oesophagitis Multi-organ_failure Cholangitis ,General_disorders ,Y
NCT01247428,Phase 2,Coronary_Artery_Disease,MiStent_SES,Hemiparesis ,N/A,N
NCT01247974,N/A,Atrial_Fibrillation_New_Onset,CorMatrix_ECM_for_Pericardial_Closure,N/A,General_disorders ,Y
NCT01248065,Phase 3,Asthma,Vitamin_D3 Ciclesonide ,N/A,N/A,N
NCT01248364,Phase 2,Diabetes_Mellitus_Type_2,BI_10773,N/A,N/A,N
NCT01248780,Phase 3,Rheumatoid_Arthritis,Golimumab Placebo Methotrexate_(MTX) ,N/A,N/A,N
NCT01248793,Phase 3,Ankylosing_Spondylitis,Placebo Golimumab Golimumab_(placebo_group) ,N/A,N/A,N
NCT01248884,Phase 2,Tetanus Poliomyelitis Hepatitis_B Haemophilus_Influenzae_Type_b Acellular_Pertussis Diphtheria ,Infanrix_hexa‰ã¢ Prevenar_13å¨ GSK217744 ,N/A,N/A,N
NCT01249261,Phase 3,Postmenopausal_Women_With_Osteoporosis,Risedronate Placebo/Risedronate ,N/A,N/A,N
NCT01249664,Phase 3,Myopia_Pathological,VEGF_Trap-Eye_(BAY86-5321) No_Drug ,Cerebral_haemorrhage ,N/A,N
NCT01250145,Phase 1,Osteoporosis_Postmenopausal,LY333334 Placebo ,N/A,N/A,N
NCT01250171,Phase 2,Dry_Eye,Secukinumab_10_mg/kg Canakinumab_10_mg/kg Placebo ,N/A,N/A,N
NCT01250119,Phase 2,Non-Squamous_Non-Small_Cell_Lung_Cancer,erlotinib_[Tarceva],N/A,N/A,N
NCT01250379,Phase 3,Breast_Cancer,bevacizumab_[Avastin] Chemotherapy ,Cholangitis Haemorrhage Melaena Multi-organ_failure Musculoskeletal_pain Metastases_to_liver Skin_ulcer ,General_disorders ,Y
NCT01250769,N/A,Dental_Plaque,Manual_Toothbrush Interproximal_Cleaning_Device ,N/A,N/A,N
NCT01251042,N/A,Spinal_Surgery,Sangvia,N/A,N/A,N
NCT01250756,Phase 4,Healthy_Subjects,7-pneumococcal_conjugate_vaccine_(7vPnC) diphtheria_tetanus_and_acellular_pertussis_vaccine_(DTaP) DTaP ,N/A,N/A,N
NCT01251354,Phase 2,Endometrial_Cancer,BN83495,N/A,N/A,N
NCT01251770,Phase 3,Hyponatremia,0.45_PERCENT_NaCl/dextrose_5_PERCENT 0.3_PERCENT_NaCl/dextrose_5_PERCENT ,N/A,N/A,N
NCT01252355,Phase 3,Multiple_Sclerosis_Relapse,Teriflunomide Placebo_(for_teriflunomide) Interferon-beta_(IFN-beta) ,Cystitis ,N/A,N
NCT01252810,Phase 2,Cardio_Renal_Safety_in_High-risk_Elderly_Subjects_Undergoing_a_Coronary_CATH_With_or_Without_PCI.,GE-145,Coronary_artery_stenosis ,N/A,N
NCT01252940,Phase 3,HIV-1_Infection,FTC/RPV/TDF PI RTV NRTIs ,N/A,N/A,N
NCT01253304,Phase 1,Diabetes_Mellitus_Type_2,LY2189265,N/A,N/A,N
NCT01253447,Phase 2,Adult_Acute_Megakaryoblastic_Leukemia_(M7) Adult_Acute_Minimally_Differentiated_Myeloid_Leukemia_(M0) Adult_Acute_Monoblastic_Leukemia_(M5a) Adult_Acute_Monocytic_Leukemia_(M5b) Adult_Acute_Myeloblastic_Leukemia_With_Maturation_(M2) Adult_Acute_Myeloblastic_Leukemia_Without_Maturation_(M1) Adult_Acute_Myeloid_Leukemia_With_11q23_(MLL)_Abnormalities Adult_Acute_Myeloid_Leukemia_With_Del(5q) Adult_Acute_Myeloid_Leukemia_With_Inv(16)(p13;q22) Adult_Acute_Myeloid_Leukemia_With_t(16;16)(p13;q22) Adult_Acute_Myeloid_Leukemia_With_t(8;21)(q22;q22) Adult_Acute_Myelomonocytic_Leukemia_(M4) Adult_Erythroleukemia_(M6a) Adult_Pure_Erythroid_Leukemia_(M6b) Recurrent_Adult_Acute_Myeloid_Leukemia ,Akt_inhibitor_MK2206 laboratory_biomarker_analysis ,N/A,N/A,N
NCT01253525,Phase 1,Adenocarcinoma,Ramucirumab_(IMC-1121B_) Paclitaxel ,N/A,N/A,N
NCT01253564,Phase 2,Malignant_Melanoma,RO5185426,N/A,N/A,N
NCT01254305,Phase 2,Major_Depressive_Disorder,Levomilnacipran_ER Paroxetine_Sertraline_Citalopram_or_Fluoxetine. Placebo ,N/A,N/A,N
NCT01254344,Phase 3,Infection Surgical_Site_Infection ,ertapenem_sodium ceftriaxone_sodium placebo_to_metronidazole metronidazole ,N/A,N/A,N
NCT01254331,Phase 3,Rheumatoid_Arthritis,tocilizumab_[RoActemra],N/A,N/A,N
NCT01254292,Phase 3,Contraception,Levonorgestrel_IUD_(LCS_BAY86-5028) Yasmin_(EE30/DRSP_BAY86-5131) ,N/A,N/A,N
NCT01254604,Phase 3,Glaucoma Ocular_Hypertension ,Preservative-Free_Tafluprost_or_vehicle Preservative-Free_Timolol_maleate ,N/A,N/A,N
NCT01254721,Phase 4,Acute_Bipolar_Mania,Quetiapine_fumarate lithium ,N/A,Psychiatric_disorders ,Y
NCT01254656,Phase 2,HIV-1,lersivirine lersivirine efavirenz lersivirine lersivirine etravirine ,N/A,N/A,N
NCT01255137,Phase 2,Adrenal_Cortex_Neoplasms,Axitinib,N/A,N/A,N
NCT01255592,Phase 2,Bronchiectasis Lung_Disease Respiratory_Diseases ,AZD5069 Placebo ,N/A,N/A,N
NCT01255761,Phase 4,Rheumatoid_Arthritis,Certolizumab_Pegol_(CZP),N/A,N/A,N
NCT01255787,Phase 2/Phase 3,Depressive_Disorder_Major,Vortioxetine Placebo ,N/A,N/A,N
NCT01256086,Phase 2,Asthma,Formatris_24åµg Formatris_12åµg Foradil_P_24åµg Foradil_P_12åµg ,N/A,N/A,N
NCT01256164,Phase 2,Postoperative_Hemorrhage,Fibrocaps_(fibrin_sealant) Gelfoam ,N/A,N/A,N
NCT01256190,Phase 2,Postoperative_Hemorrhage,Fibrocaps_(fibrin_sealant) Gelatin_sponge ,N/A,N/A,N
NCT01256294,Phase 4,Renal_Transplant,Generic_Tacrolimus Branded_Tacrolimus ,N/A,N/A,N
NCT01256424,Phase 2,Cervical_Intraepithelial_Neoplasia,HAL_5_PERCENT_with_illumination HAL_1_PERCENT_with_illumination HAL_0.2_PERCENT_with_illumination Placebo_ointment_without_illumination ,N/A,N/A,N
NCT01256411,Phase 2,Essential_Hypertension,LCZ696 Amlodipine Hydrochlorothiazide_(HCTZ) ,N/A,N/A,N
NCT01256476,Phase 4,Primary_Dyslipidemia Mixed_Dyslipidemia ,pitavastatin pravastatin ,N/A,N/A,N
NCT01256502,N/A,Breast_Reconstruction,SERIå¨_Surgical_Scaffold,Metastases_to_liver ,N/A,N
NCT01256567,Phase 1,Breast_Cancer Metastatic_Breast_Cancer ,Ramucirumab Docetaxel ,N/A,N/A,N
NCT01257230,Phase 3,Asthma,tiotropium_Respimat_low_dose placebo_Respimat tiotropium_Respimat_high_dose ,N/A,N/A,N
NCT01257425,Phase 2,Prostate_Cancer,Triptorelin_Pamoate_(Pamorelinå¨_LA_11.25_mg),Coronary_artery_stenosis ,N/A,N
NCT01257581,Phase 2,Amyotrophic_Lateral_Sclerosis,creatine tamoxifen ,N/A,General_disorders ,Y
NCT01258049,Phase 3,Plasmodium_Falciparum_Malaria,Artemether_Sublingual_Spray Quinine ,N/A,N/A,N
NCT01258153,Phase 2,Infantile_Colic,Nepadutant_oral_solution Nepadutant_oral_solution Placebo_matching_Nepadutant_oral_solution ,N/A,N/A,N
NCT01258387,Phase 1,Heart_Failure,Glial_growth_factor_2/_Neuregulin_1ë_3 Placebo ,N/A,N/A,N
NCT01258660,Phase 1,Contraception,EE_0.03_mg/DRSP_3_mg/Metafolin_+_folic_acid_placebo EE_0.03_mg/DRSP_3_mg_(Yasmin)_+_folic_acid ,N/A,N/A,N
NCT01259102,Phase 1,Healthy,Buprenorphine_transdermal_patch,N/A,N/A,N
NCT01259284,Phase 2/Phase 3,Advanced_Cancers,Atorvastatin Fish_Oil_Supplement Placebo ,N/A,N/A,N
NCT01259297,Phase 3,Cardiovascular_Events,Aliskiren Amlodipine Hydrochlorothiazide_(HCTZ) Placebo_for_Aliskiren Placebo_for_Amlodipine Placebo_for_Hydrochlorothiazide_(HCTZ) ,Hemiparesis Ventricular_fibrillation ,N/A,N
NCT01259492,Phase 3,Attention_Deficit/Hyperactivity_Disorder,Placebo Ritalin_LA_20_mg Ritalin_LA_30_mg ,Localised_infection ,N/A,N
NCT01258738,Phase 3,Spondylitis_Ankylosing,etanercept Background_NSAID PLACEBO Background_NSAID ,N/A,N/A,N
NCT01259726,Phase 2,Clostridium_Difficile_Infection,VP20621 VP20621 Placebo VP20621 ,N/A,N/A,N
NCT01259713,Phase 3,Invasive_Fungal_Disease,Liposomal_amphotericin_B Placebo ,Cardio-respiratory_arrest Multi-organ_failure Encephalopathy Cerebral_ischaemia ,N/A,N
NCT01260584,Phase 4,Coronary_Artery_Disease,Prasugrel Clopidogrel ,N/A,N/A,N
NCT01260688,Phase 2,Hormone-resistant_Prostate_Cancer Recurrent_Prostate_Cancer ,cediranib_maleate dasatinib assessment_of_therapy_complications laboratory_biomarker_analysis ,N/A,N/A,N
NCT01260701,Phase 2,Adenocarcinoma_of_the_Gastroesophageal_Junction Diffuse_Gastric_Adenocarcinoma Gastric_Intestinal_Type_Adenocarcinoma Gastric_Mixed_Adenocarcinoma Recurrent_Gastric_Carcinoma ,Akt_Inhibitor_MK2206,N/A,N/A,N
NCT01260350,Phase 2,Chronic_Hepatitis_C_Infection,SOF RBV PEG LDV GS-9669 LDV/SOF ,N/A,N/A,N
